text_input,reasoning_class,validity
"If Mona is tall, then Tina is rude. Mona is not tall. Is Tina not rude?",Denying the Antecedent,No
"If Uma is brave, then Victor is calm. Uma is not brave. Is Victor not calm?",Denying the Antecedent,No
"If Uma is sad, then Tina is tall. Uma is not sad. Is Tina not tall?",Denying the Antecedent,No
"If Mona is curious, then Victor is polite. Mona is not curious. Is Victor not polite?",Denying the Antecedent,No
"If Charlie is kind, then Victor is calm. Charlie is not kind. Is Victor not calm?",Denying the Antecedent,No
"If Grace is lazy, then Hank is curious. Grace is not lazy. Is Hank not curious?",Denying the Antecedent,No
"If Leo is smart, then Rita is angry. Leo is not smart. Is Rita not angry?",Denying the Antecedent,No
"If Yara is shy, then Paul is calm. Yara is not shy. Is Paul not calm?",Denying the Antecedent,No
"If Victor is short, then Ivy is clever. Victor is not short. Is Ivy not clever?",Denying the Antecedent,No
"If Frank is short, then Diana is curious. Frank is not short. Is Diana not curious?",Denying the Antecedent,No
"If Uma is clever, then Grace is brave. Uma is not clever. Is Grace not brave?",Denying the Antecedent,No
"If Ivy is tall, then Rita is kind. Ivy is not tall. Is Rita not kind?",Denying the Antecedent,No
"If Xander is shy, then Victor is angry. Xander is not shy. Is Victor not angry?",Denying the Antecedent,No
"If Kara is calm, then Alice is happy. Kara is not calm. Is Alice not happy?",Denying the Antecedent,No
"If Frank is clever, then Rita is tall. Frank is not clever. Is Rita not tall?",Denying the Antecedent,No
"If Frank is curious, then Bob is tall. Frank is not curious. Is Bob not tall?",Denying the Antecedent,No
"If Charlie is lazy, then Nina is honest. Charlie is not lazy. Is Nina not honest?",Denying the Antecedent,No
"If Diana is curious, then Eve is quiet. Diana is not curious. Is Eve not quiet?",Denying the Antecedent,No
"If Rita is quiet, then Xander is clever. Rita is not quiet. Is Xander not clever?",Denying the Antecedent,No
"If Xander is shy, then Frank is brave. Xander is not shy. Is Frank not brave?",Denying the Antecedent,No
"If Rita is brave, then Oscar is kind. Rita is not brave. Is Oscar not kind?",Denying the Antecedent,No
"If Oscar is smart, then Uma is lazy. Oscar is not smart. Is Uma not lazy?",Denying the Antecedent,No
"If Tina is tall, then Ivy is sad. Tina is not tall. Is Ivy not sad?",Denying the Antecedent,No
"If Uma is lazy, then Xander is brave. Uma is not lazy. Is Xander not brave?",Denying the Antecedent,No
"If Jack is kind, then Sam is polite. Jack is not kind. Is Sam not polite?",Denying the Antecedent,No
"If Grace is brave, then Leo is kind. Grace is not brave. Is Leo not kind?",Denying the Antecedent,No
"If Charlie is shy, then Paul is lazy. Charlie is not shy. Is Paul not lazy?",Denying the Antecedent,No
"If Xander is tall, then Zane is polite. Xander is not tall. Is Zane not polite?",Denying the Antecedent,No
"If Paul is curious, then Tina is brave. Paul is not curious. Is Tina not brave?",Denying the Antecedent,No
"If Yara is honest, then Uma is shy. Yara is not honest. Is Uma not shy?",Denying the Antecedent,No
"If Diana is angry, then Tina is gentle. Diana is not angry. Is Tina not gentle?",Denying the Antecedent,No
"If Zane is happy, then Alice is brave. Zane is not happy. Is Alice not brave?",Denying the Antecedent,No
"If Tina is smart, then Mona is calm. Tina is not smart. Is Mona not calm?",Denying the Antecedent,No
"If Leo is honest, then Hank is kind. Leo is not honest. Is Hank not kind?",Denying the Antecedent,No
"If Oscar is clever, then Nina is shy. Oscar is not clever. Is Nina not shy?",Denying the Antecedent,No
"If Frank is gentle, then Paul is curious. Frank is not gentle. Is Paul not curious?",Denying the Antecedent,No
"If Grace is curious, then Wendy is kind. Grace is not curious. Is Wendy not kind?",Denying the Antecedent,No
"If Eve is smart, then Paul is quiet. Eve is not smart. Is Paul not quiet?",Denying the Antecedent,No
"If Bob is tall, then Diana is rude. Bob is not tall. Is Diana not rude?",Denying the Antecedent,No
"If Xander is angry, then Hank is proud. Xander is not angry. Is Hank not proud?",Denying the Antecedent,No
"If Diana is polite, then Charlie is tall. Diana is not polite. Is Charlie not tall?",Denying the Antecedent,No
"If Tina is quiet, then Frank is kind. Tina is not quiet. Is Frank not kind?",Denying the Antecedent,No
"If Xander is gentle, then Kara is smart. Xander is not gentle. Is Kara not smart?",Denying the Antecedent,No
"If Alice is angry, then Bob is polite. Alice is not angry. Is Bob not polite?",Denying the Antecedent,No
"If Tina is polite, then Zane is clever. Tina is not polite. Is Zane not clever?",Denying the Antecedent,No
"If Uma is brave, then Grace is sad. Uma is not brave. Is Grace not sad?",Denying the Antecedent,No
"If Yara is calm, then Mona is short. Yara is not calm. Is Mona not short?",Denying the Antecedent,No
"If Leo is tall, then Diana is short. Leo is not tall. Is Diana not short?",Denying the Antecedent,No
"If Victor is angry, then Frank is honest. Victor is not angry. Is Frank not honest?",Denying the Antecedent,No
"If Uma is kind, then Charlie is brave. Uma is not kind. Is Charlie not brave?",Denying the Antecedent,No
"If Xander is gentle, then Hank is short. Xander is not gentle. Is Hank not short?",Denying the Antecedent,No
"If Quinn is loud, then Paul is shy. Quinn is not loud. Is Paul not shy?",Denying the Antecedent,No
"If Frank is angry, then Eve is rude. Frank is not angry. Is Eve not rude?",Denying the Antecedent,No
"If Uma is quiet, then Jack is tall. Uma is not quiet. Is Jack not tall?",Denying the Antecedent,No
"If Yara is loud, then Alice is calm. Yara is not loud. Is Alice not calm?",Denying the Antecedent,No
"If Diana is gentle, then Victor is polite. Diana is not gentle. Is Victor not polite?",Denying the Antecedent,No
"If Ivy is honest, then Kara is lazy. Ivy is not honest. Is Kara not lazy?",Denying the Antecedent,No
"If Kara is quiet, then Quinn is brave. Kara is not quiet. Is Quinn not brave?",Denying the Antecedent,No
"If Diana is lazy, then Victor is angry. Diana is not lazy. Is Victor not angry?",Denying the Antecedent,No
"If Xander is polite, then Ivy is brave. Xander is not polite. Is Ivy not brave?",Denying the Antecedent,No
"If Jack is tall, then Bob is angry. Jack is not tall. Is Bob not angry?",Denying the Antecedent,No
"If Sam is polite, then Charlie is honest. Sam is not polite. Is Charlie not honest?",Denying the Antecedent,No
"If Oscar is quiet, then Grace is polite. Oscar is not quiet. Is Grace not polite?",Denying the Antecedent,No
"If Nina is polite, then Uma is clever. Nina is not polite. Is Uma not clever?",Denying the Antecedent,No
"If Ivy is kind, then Zane is calm. Ivy is not kind. Is Zane not calm?",Denying the Antecedent,No
"If Xander is rude, then Jack is happy. Xander is not rude. Is Jack not happy?",Denying the Antecedent,No
"If Leo is angry, then Charlie is rude. Leo is not angry. Is Charlie not rude?",Denying the Antecedent,No
"If Ivy is curious, then Hank is loud. Ivy is not curious. Is Hank not loud?",Denying the Antecedent,No
"If Diana is smart, then Victor is tall. Diana is not smart. Is Victor not tall?",Denying the Antecedent,No
"If Mona is rude, then Grace is tall. Mona is not rude. Is Grace not tall?",Denying the Antecedent,No
"If Xander is loud, then Frank is brave. Xander is not loud. Is Frank not brave?",Denying the Antecedent,No
"If Oscar is lazy, then Charlie is loud. Oscar is not lazy. Is Charlie not loud?",Denying the Antecedent,No
"If Rita is short, then Charlie is sad. Rita is not short. Is Charlie not sad?",Denying the Antecedent,No
"If Yara is angry, then Quinn is proud. Yara is not angry. Is Quinn not proud?",Denying the Antecedent,No
"If Nina is clever, then Oscar is kind. Nina is not clever. Is Oscar not kind?",Denying the Antecedent,No
"If Hank is happy, then Sam is sad. Hank is not happy. Is Sam not sad?",Denying the Antecedent,No
"If Sam is brave, then Rita is curious. Sam is not brave. Is Rita not curious?",Denying the Antecedent,No
"If Bob is shy, then Ivy is short. Bob is not shy. Is Ivy not short?",Denying the Antecedent,No
"If Oscar is sad, then Nina is kind. Oscar is not sad. Is Nina not kind?",Denying the Antecedent,No
"If Grace is quiet, then Xander is polite. Grace is not quiet. Is Xander not polite?",Denying the Antecedent,No
"If Kara is rude, then Frank is polite. Kara is not rude. Is Frank not polite?",Denying the Antecedent,No
"If Uma is loud, then Bob is honest. Uma is not loud. Is Bob not honest?",Denying the Antecedent,No
"If Eve is happy, then Uma is polite. Eve is not happy. Is Uma not polite?",Denying the Antecedent,No
"If Bob is kind, then Alice is brave. Bob is not kind. Is Alice not brave?",Denying the Antecedent,No
"If Sam is short, then Eve is curious. Sam is not short. Is Eve not curious?",Denying the Antecedent,No
"If Quinn is loud, then Jack is clever. Quinn is not loud. Is Jack not clever?",Denying the Antecedent,No
"If Ivy is curious, then Tina is shy. Ivy is not curious. Is Tina not shy?",Denying the Antecedent,No
"If Bob is loud, then Diana is lazy. Bob is not loud. Is Diana not lazy?",Denying the Antecedent,No
"If Zane is gentle, then Kara is curious. Zane is not gentle. Is Kara not curious?",Denying the Antecedent,No
"If Grace is angry, then Kara is sad. Grace is not angry. Is Kara not sad?",Denying the Antecedent,No
"If Grace is curious, then Sam is happy. Grace is not curious. Is Sam not happy?",Denying the Antecedent,No
"If Rita is angry, then Xander is happy. Rita is not angry. Is Xander not happy?",Denying the Antecedent,No
"If Frank is brave, then Grace is happy. Frank is not brave. Is Grace not happy?",Denying the Antecedent,No
"If Hank is polite, then Leo is gentle. Hank is not polite. Is Leo not gentle?",Denying the Antecedent,No
"If Uma is kind, then Tina is polite. Uma is not kind. Is Tina not polite?",Denying the Antecedent,No
"If Tina is shy, then Paul is angry. Tina is not shy. Is Paul not angry?",Denying the Antecedent,No
"If Mona is calm, then Uma is proud. Mona is not calm. Is Uma not proud?",Denying the Antecedent,No
"If Diana is sad, then Kara is loud. Diana is not sad. Is Kara not loud?",Denying the Antecedent,No
"If Uma is gentle, then Kara is brave. Uma is not gentle. Is Kara not brave?",Denying the Antecedent,No
"If Xander is lazy, then Grace is shy. Xander is not lazy. Is Grace not shy?",Denying the Antecedent,No
"If Nina is curious, then Yara is happy. Nina is not curious. Is Yara not happy?",Denying the Antecedent,No
"If Mona is lazy, then Quinn is quiet. Mona is not lazy. Is Quinn not quiet?",Denying the Antecedent,No
"If Diana is smart, then Uma is tall. Diana is not smart. Is Uma not tall?",Denying the Antecedent,No
"If Wendy is loud, then Rita is shy. Wendy is not loud. Is Rita not shy?",Denying the Antecedent,No
"If Diana is clever, then Yara is sad. Diana is not clever. Is Yara not sad?",Denying the Antecedent,No
"If Zane is lazy, then Kara is shy. Zane is not lazy. Is Kara not shy?",Denying the Antecedent,No
"If Jack is honest, then Grace is polite. Jack is not honest. Is Grace not polite?",Denying the Antecedent,No
"If Jack is proud, then Alice is smart. Jack is not proud. Is Alice not smart?",Denying the Antecedent,No
"If Rita is clever, then Bob is curious. Rita is not clever. Is Bob not curious?",Denying the Antecedent,No
"If Wendy is sad, then Jack is tall. Wendy is not sad. Is Jack not tall?",Denying the Antecedent,No
"If Xander is quiet, then Yara is clever. Xander is not quiet. Is Yara not clever?",Denying the Antecedent,No
"If Charlie is loud, then Oscar is lazy. Charlie is not loud. Is Oscar not lazy?",Denying the Antecedent,No
"If Zane is sad, then Tina is polite. Zane is not sad. Is Tina not polite?",Denying the Antecedent,No
"If Nina is loud, then Xander is short. Nina is not loud. Is Xander not short?",Denying the Antecedent,No
"If Mona is sad, then Diana is calm. Mona is not sad. Is Diana not calm?",Denying the Antecedent,No
"If Eve is angry, then Xander is calm. Eve is not angry. Is Xander not calm?",Denying the Antecedent,No
"If Charlie is calm, then Diana is honest. Charlie is not calm. Is Diana not honest?",Denying the Antecedent,No
"If Uma is rude, then Tina is quiet. Uma is not rude. Is Tina not quiet?",Denying the Antecedent,No
"If Rita is shy, then Sam is polite. Rita is not shy. Is Sam not polite?",Denying the Antecedent,No
"If Paul is honest, then Frank is shy. Paul is not honest. Is Frank not shy?",Denying the Antecedent,No
"If Leo is quiet, then Oscar is clever. Leo is not quiet. Is Oscar not clever?",Denying the Antecedent,No
"If Hank is quiet, then Leo is rude. Hank is not quiet. Is Leo not rude?",Denying the Antecedent,No
"If Quinn is kind, then Xander is tall. Quinn is not kind. Is Xander not tall?",Denying the Antecedent,No
"If Oscar is honest, then Eve is shy. Oscar is not honest. Is Eve not shy?",Denying the Antecedent,No
"If Eve is rude, then Mona is shy. Eve is not rude. Is Mona not shy?",Denying the Antecedent,No
"If Charlie is brave, then Diana is smart. Charlie is not brave. Is Diana not smart?",Denying the Antecedent,No
"If Frank is happy, then Victor is gentle. Frank is not happy. Is Victor not gentle?",Denying the Antecedent,No
"If Wendy is short, then Diana is angry. Wendy is not short. Is Diana not angry?",Denying the Antecedent,No
"If Paul is angry, then Yara is sad. Paul is not angry. Is Yara not sad?",Denying the Antecedent,No
"If Tina is short, then Frank is smart. Tina is not short. Is Frank not smart?",Denying the Antecedent,No
"If Nina is polite, then Xander is shy. Nina is not polite. Is Xander not shy?",Denying the Antecedent,No
"If Frank is kind, then Tina is polite. Frank is not kind. Is Tina not polite?",Denying the Antecedent,No
"If Jack is loud, then Charlie is calm. Jack is not loud. Is Charlie not calm?",Denying the Antecedent,No
"If Victor is tall, then Diana is curious. Victor is not tall. Is Diana not curious?",Denying the Antecedent,No
"If Hank is short, then Xander is calm. Hank is not short. Is Xander not calm?",Denying the Antecedent,No
"If Ivy is quiet, then Charlie is brave. Ivy is not quiet. Is Charlie not brave?",Denying the Antecedent,No
"If Frank is brave, then Yara is shy. Frank is not brave. Is Yara not shy?",Denying the Antecedent,No
"If Xander is kind, then Yara is sad. Xander is not kind. Is Yara not sad?",Denying the Antecedent,No
"If Tina is brave, then Paul is honest. Tina is not brave. Is Paul not honest?",Denying the Antecedent,No
"If Mona is loud, then Hank is gentle. Mona is not loud. Is Hank not gentle?",Denying the Antecedent,No
"If Paul is curious, then Xander is kind. Paul is not curious. Is Xander not kind?",Denying the Antecedent,No
"If Alice is honest, then Frank is smart. Alice is not honest. Is Frank not smart?",Denying the Antecedent,No
"If Alice is brave, then Diana is smart. Alice is not brave. Is Diana not smart?",Denying the Antecedent,No
"If Quinn is kind, then Wendy is polite. Quinn is not kind. Is Wendy not polite?",Denying the Antecedent,No
"If Wendy is loud, then Diana is polite. Wendy is not loud. Is Diana not polite?",Denying the Antecedent,No
"If Jack is proud, then Kara is loud. Jack is not proud. Is Kara not loud?",Denying the Antecedent,No
"If Xander is tall, then Nina is short. Xander is not tall. Is Nina not short?",Denying the Antecedent,No
"If Diana is happy, then Sam is loud. Diana is not happy. Is Sam not loud?",Denying the Antecedent,No
"If Mona is calm, then Diana is shy. Mona is not calm. Is Diana not shy?",Denying the Antecedent,No
"If Uma is rude, then Oscar is quiet. Uma is not rude. Is Oscar not quiet?",Denying the Antecedent,No
"If Mona is kind, then Bob is clever. Mona is not kind. Is Bob not clever?",Denying the Antecedent,No
"If Kara is calm, then Quinn is rude. Kara is not calm. Is Quinn not rude?",Denying the Antecedent,No
"If Uma is angry, then Mona is gentle. Uma is not angry. Is Mona not gentle?",Denying the Antecedent,No
"If Jack is curious, then Sam is kind. Jack is not curious. Is Sam not kind?",Denying the Antecedent,No
"If Jack is happy, then Alice is lazy. Jack is not happy. Is Alice not lazy?",Denying the Antecedent,No
"If Grace is happy, then Alice is angry. Grace is not happy. Is Alice not angry?",Denying the Antecedent,No
"If Hank is shy, then Uma is calm. Hank is not shy. Is Uma not calm?",Denying the Antecedent,No
"If Jack is lazy, then Leo is tall. Jack is not lazy. Is Leo not tall?",Denying the Antecedent,No
"If Eve is kind, then Bob is lazy. Eve is not kind. Is Bob not lazy?",Denying the Antecedent,No
"If Quinn is smart, then Zane is polite. Quinn is not smart. Is Zane not polite?",Denying the Antecedent,No
"If Eve is loud, then Nina is brave. Eve is not loud. Is Nina not brave?",Denying the Antecedent,No
"If Leo is shy, then Quinn is angry. Leo is not shy. Is Quinn not angry?",Denying the Antecedent,No
"If Frank is clever, then Quinn is loud. Frank is not clever. Is Quinn not loud?",Denying the Antecedent,No
"If Ivy is honest, then Jack is gentle. Ivy is not honest. Is Jack not gentle?",Denying the Antecedent,No
"If Paul is happy, then Eve is curious. Paul is not happy. Is Eve not curious?",Denying the Antecedent,No
"If Zane is smart, then Diana is short. Zane is not smart. Is Diana not short?",Denying the Antecedent,No
"If Zane is calm, then Victor is gentle. Zane is not calm. Is Victor not gentle?",Denying the Antecedent,No
"If Yara is shy, then Sam is loud. Yara is not shy. Is Sam not loud?",Denying the Antecedent,No
"If Zane is polite, then Oscar is angry. Zane is not polite. Is Oscar not angry?",Denying the Antecedent,No
"If Mona is honest, then Kara is quiet. Mona is not honest. Is Kara not quiet?",Denying the Antecedent,No
"If Oscar is shy, then Hank is happy. Oscar is not shy. Is Hank not happy?",Denying the Antecedent,No
"If Frank is loud, then Bob is angry. Frank is not loud. Is Bob not angry?",Denying the Antecedent,No
"If Hank is tall, then Mona is loud. Hank is not tall. Is Mona not loud?",Denying the Antecedent,No
"If Quinn is loud, then Bob is honest. Quinn is not loud. Is Bob not honest?",Denying the Antecedent,No
"If Hank is shy, then Quinn is lazy. Hank is not shy. Is Quinn not lazy?",Denying the Antecedent,No
"If Rita is rude, then Kara is sad. Rita is not rude. Is Kara not sad?",Denying the Antecedent,No
"If Diana is gentle, then Nina is calm. Diana is not gentle. Is Nina not calm?",Denying the Antecedent,No
"If Hank is curious, then Kara is happy. Hank is not curious. Is Kara not happy?",Denying the Antecedent,No
"If Xander is honest, then Jack is smart. Xander is not honest. Is Jack not smart?",Denying the Antecedent,No
"If Frank is quiet, then Zane is calm. Frank is not quiet. Is Zane not calm?",Denying the Antecedent,No
"If Quinn is proud, then Charlie is kind. Quinn is not proud. Is Charlie not kind?",Denying the Antecedent,No
"If Charlie is gentle, then Quinn is loud. Charlie is not gentle. Is Quinn not loud?",Denying the Antecedent,No
"If Tina is kind, then Kara is quiet. Tina is not kind. Is Kara not quiet?",Denying the Antecedent,No
"If Bob is smart, then Zane is brave. Bob is not smart. Is Zane not brave?",Denying the Antecedent,No
"If Paul is loud, then Alice is gentle. Paul is not loud. Is Alice not gentle?",Denying the Antecedent,No
"If Wendy is honest, then Sam is calm. Wendy is not honest. Is Sam not calm?",Denying the Antecedent,No
"If Tina is gentle, then Zane is calm. Tina is not gentle. Is Zane not calm?",Denying the Antecedent,No
"If Eve is angry, then Jack is rude. Eve is not angry. Is Jack not rude?",Denying the Antecedent,No
"If Wendy is lazy, then Frank is smart. Wendy is not lazy. Is Frank not smart?",Denying the Antecedent,No
"If Bob is proud, then Paul is calm. Bob is not proud. Is Paul not calm?",Denying the Antecedent,No
"If Hank is gentle, then Grace is short. Hank is not gentle. Is Grace not short?",Denying the Antecedent,No
"If Zane is kind, then Wendy is polite. Zane is not kind. Is Wendy not polite?",Denying the Antecedent,No
"If Alice is honest, then Eve is proud. Alice is not honest. Is Eve not proud?",Denying the Antecedent,No
"If Quinn is tall, then Rita is honest. Quinn is not tall. Is Rita not honest?",Denying the Antecedent,No
"If Eve is shy, then Xander is quiet. Eve is not shy. Is Xander not quiet?",Denying the Antecedent,No
"If Ivy is happy, then Xander is angry. Ivy is not happy. Is Xander not angry?",Denying the Antecedent,No
"If Sam is lazy, then Uma is calm. Sam is not lazy. Is Uma not calm?",Denying the Antecedent,No
"If Leo is rude, then Paul is proud. Leo is not rude. Is Paul not proud?",Denying the Antecedent,No
"If Bob is quiet, then Charlie is lazy. Bob is not quiet. Is Charlie not lazy?",Denying the Antecedent,No
"If Rita is polite, then Charlie is calm. Rita is not polite. Is Charlie not calm?",Denying the Antecedent,No
"If Oscar is quiet, then Alice is polite. Oscar is not quiet. Is Alice not polite?",Denying the Antecedent,No
"If Frank is rude, then Uma is tall. Frank is not rude. Is Uma not tall?",Denying the Antecedent,No
"If Eve is brave, then Grace is short. Eve is not brave. Is Grace not short?",Denying the Antecedent,No
"If Paul is curious, then Alice is calm. Paul is not curious. Is Alice not calm?",Denying the Antecedent,No
"If Frank is kind, then Yara is angry. Frank is not kind. Is Yara not angry?",Denying the Antecedent,No
"If Uma is calm, then Rita is smart. Uma is not calm. Is Rita not smart?",Denying the Antecedent,No
"If Oscar is calm, then Bob is honest. Oscar is not calm. Is Bob not honest?",Denying the Antecedent,No
"If Uma is lazy, then Zane is calm. Uma is not lazy. Is Zane not calm?",Denying the Antecedent,No
"If Diana is clever, then Leo is smart. Diana is not clever. Is Leo not smart?",Denying the Antecedent,No
"If Rita is calm, then Victor is lazy. Rita is not calm. Is Victor not lazy?",Denying the Antecedent,No
"If Hank is clever, then Oscar is gentle. Hank is not clever. Is Oscar not gentle?",Denying the Antecedent,No
"If Xander is smart, then Leo is loud. Xander is not smart. Is Leo not loud?",Denying the Antecedent,No
"If Paul is curious, then Hank is smart. Paul is not curious. Is Hank not smart?",Denying the Antecedent,No
"If Charlie is short, then Zane is quiet. Charlie is not short. Is Zane not quiet?",Denying the Antecedent,No
"If Ivy is quiet, then Alice is sad. Ivy is not quiet. Is Alice not sad?",Denying the Antecedent,No
"If Frank is kind, then Sam is loud. Frank is not kind. Is Sam not loud?",Denying the Antecedent,No
"If Quinn is rude, then Rita is curious. Quinn is not rude. Is Rita not curious?",Denying the Antecedent,No
"If Charlie is proud, then Wendy is sad. Charlie is not proud. Is Wendy not sad?",Denying the Antecedent,No
"If Hank is proud, then Ivy is happy. Hank is not proud. Is Ivy not happy?",Denying the Antecedent,No
"If Wendy is shy, then Zane is sad. Wendy is not shy. Is Zane not sad?",Denying the Antecedent,No
"If Mona is polite, then Victor is happy. Mona is not polite. Is Victor not happy?",Denying the Antecedent,No
"If Uma is loud, then Victor is angry. Uma is not loud. Is Victor not angry?",Denying the Antecedent,No
"If Charlie is angry, then Zane is brave. Charlie is not angry. Is Zane not brave?",Denying the Antecedent,No
"If Ivy is clever, then Victor is brave. Ivy is not clever. Is Victor not brave?",Denying the Antecedent,No
"If Bob is short, then Alice is rude. Bob is not short. Is Alice not rude?",Denying the Antecedent,No
"If Bob is angry, then Mona is gentle. Bob is not angry. Is Mona not gentle?",Denying the Antecedent,No
"If Nina is rude, then Eve is honest. Nina is not rude. Is Eve not honest?",Denying the Antecedent,No
"If Mona is sad, then Wendy is curious. Mona is not sad. Is Wendy not curious?",Denying the Antecedent,No
"If Leo is tall, then Quinn is rude. Leo is not tall. Is Quinn not rude?",Denying the Antecedent,No
"If Uma is brave, then Rita is smart. Uma is not brave. Is Rita not smart?",Denying the Antecedent,No
"If Oscar is loud, then Sam is honest. Oscar is not loud. Is Sam not honest?",Denying the Antecedent,No
"If Rita is loud, then Hank is clever. Rita is not loud. Is Hank not clever?",Denying the Antecedent,No
"If Victor is honest, then Nina is calm. Victor is not honest. Is Nina not calm?",Denying the Antecedent,No
"If Victor is sad, then Yara is calm. Victor is not sad. Is Yara not calm?",Denying the Antecedent,No
"If Eve is calm, then Rita is lazy. Eve is not calm. Is Rita not lazy?",Denying the Antecedent,No
"If Ivy is shy, then Tina is angry. Ivy is not shy. Is Tina not angry?",Denying the Antecedent,No
"If Paul is proud, then Charlie is tall. Paul is not proud. Is Charlie not tall?",Denying the Antecedent,No
"If Zane is happy, then Eve is clever. Zane is not happy. Is Eve not clever?",Denying the Antecedent,No
"If Jack is rude, then Rita is honest. Jack is not rude. Is Rita not honest?",Denying the Antecedent,No
"If Bob is angry, then Wendy is happy. Bob is not angry. Is Wendy not happy?",Denying the Antecedent,No
"If Grace is rude, then Leo is short. Grace is not rude. Is Leo not short?",Denying the Antecedent,No
"If Mona is polite, then Xander is happy. Mona is not polite. Is Xander not happy?",Denying the Antecedent,No
"If Nina is brave, then Quinn is short. Nina is not brave. Is Quinn not short?",Denying the Antecedent,No
"If Uma is gentle, then Yara is polite. Uma is not gentle. Is Yara not polite?",Denying the Antecedent,No
"If Eve is quiet, then Rita is smart. Eve is not quiet. Is Rita not smart?",Denying the Antecedent,No
"If Bob is smart, then Grace is honest. Bob is not smart. Is Grace not honest?",Denying the Antecedent,No
"If Kara is kind, then Charlie is rude. Kara is not kind. Is Charlie not rude?",Denying the Antecedent,No
"If Leo is proud, then Victor is calm. Leo is not proud. Is Victor not calm?",Denying the Antecedent,No
"If Kara is tall, then Bob is polite. Kara is not tall. Is Bob not polite?",Denying the Antecedent,No
"If Oscar is proud, then Rita is rude. Oscar is not proud. Is Rita not rude?",Denying the Antecedent,No
"If Wendy is loud, then Tina is curious. Wendy is not loud. Is Tina not curious?",Denying the Antecedent,No
"If Charlie is short, then Diana is lazy. Charlie is not short. Is Diana not lazy?",Denying the Antecedent,No
"If Nina is kind, then Victor is quiet. Nina is not kind. Is Victor not quiet?",Denying the Antecedent,No
"If Charlie is honest, then Diana is rude. Charlie is not honest. Is Diana not rude?",Denying the Antecedent,No
"If Tina is brave, then Rita is quiet. Tina is not brave. Is Rita not quiet?",Denying the Antecedent,No
"If Diana is happy, then Wendy is rude. Diana is not happy. Is Wendy not rude?",Denying the Antecedent,No
"If Paul is lazy, then Diana is quiet. Paul is not lazy. Is Diana not quiet?",Denying the Antecedent,No
"If Nina is short, then Zane is calm. Nina is not short. Is Zane not calm?",Denying the Antecedent,No
"If Hank is clever, then Quinn is proud. Hank is not clever. Is Quinn not proud?",Denying the Antecedent,No
"If Xander is tall, then Leo is happy. Xander is not tall. Is Leo not happy?",Denying the Antecedent,No
"If Hank is kind, then Victor is curious. Hank is not kind. Is Victor not curious?",Denying the Antecedent,No
"If Leo is gentle, then Mona is rude. Leo is not gentle. Is Mona not rude?",Denying the Antecedent,No
"If Charlie is tall, then Mona is polite. Charlie is not tall. Is Mona not polite?",Denying the Antecedent,No
"If Rita is shy, then Zane is kind. Rita is not shy. Is Zane not kind?",Denying the Antecedent,No
"If Wendy is smart, then Eve is gentle. Wendy is not smart. Is Eve not gentle?",Denying the Antecedent,No
"If Frank is honest, then Zane is proud. Frank is not honest. Is Zane not proud?",Denying the Antecedent,No
"If Kara is polite, then Diana is lazy. Kara is not polite. Is Diana not lazy?",Denying the Antecedent,No
"If Uma is rude, then Mona is quiet. Uma is not rude. Is Mona not quiet?",Denying the Antecedent,No
"If Grace is lazy, then Quinn is smart. Grace is not lazy. Is Quinn not smart?",Denying the Antecedent,No
"If Uma is shy, then Kara is angry. Uma is not shy. Is Kara not angry?",Denying the Antecedent,No
"If Sam is happy, then Alice is sad. Sam is not happy. Is Alice not sad?",Denying the Antecedent,No
"If Hank is polite, then Leo is brave. Hank is not polite. Is Leo not brave?",Denying the Antecedent,No
"If Bob is short, then Charlie is quiet. Bob is not short. Is Charlie not quiet?",Denying the Antecedent,No
"If Xander is polite, then Victor is short. Xander is not polite. Is Victor not short?",Denying the Antecedent,No
"If Grace is smart, then Uma is angry. Grace is not smart. Is Uma not angry?",Denying the Antecedent,No
"If Jack is loud, then Nina is lazy. Jack is not loud. Is Nina not lazy?",Denying the Antecedent,No
"If Grace is clever, then Nina is brave. Grace is not clever. Is Nina not brave?",Denying the Antecedent,No
"If Victor is calm, then Uma is brave. Victor is not calm. Is Uma not brave?",Denying the Antecedent,No
"If Alice is loud, then Leo is short. Alice is not loud. Is Leo not short?",Denying the Antecedent,No
"If Tina is polite, then Victor is gentle. Tina is not polite. Is Victor not gentle?",Denying the Antecedent,No
"If Jack is quiet, then Grace is smart. Jack is not quiet. Is Grace not smart?",Denying the Antecedent,No
"If Uma is loud, then Nina is honest. Uma is not loud. Is Nina not honest?",Denying the Antecedent,No
"If Wendy is clever, then Uma is lazy. Wendy is not clever. Is Uma not lazy?",Denying the Antecedent,No
"If Charlie is quiet, then Oscar is loud. Charlie is not quiet. Is Oscar not loud?",Denying the Antecedent,No
"If Charlie is curious, then Rita is tall. Charlie is not curious. Is Rita not tall?",Denying the Antecedent,No
"If Jack is loud, then Wendy is rude. Jack is not loud. Is Wendy not rude?",Denying the Antecedent,No
"If Uma is angry, then Frank is tall. Uma is not angry. Is Frank not tall?",Denying the Antecedent,No
"If Tina is clever, then Victor is shy. Tina is not clever. Is Victor not shy?",Denying the Antecedent,No
"If Sam is angry, then Paul is honest. Sam is not angry. Is Paul not honest?",Denying the Antecedent,No
"If Uma is loud, then Bob is rude. Uma is not loud. Is Bob not rude?",Denying the Antecedent,No
